id|https://www.scads.de/movieBenchmark/ontology/title|https://www.scads.de/movieBenchmark/ontology/name|http://dbpedia.org/ontology/episodeNumber|http://dbpedia.org/ontology/seasonNumber|http://dbpedia.org/ontology/deathYear|http://dbpedia.org/ontology/birthYear|https://www.scads.de/movieBenchmark/ontology/endYear|https://www.scads.de/movieBenchmark/ontology/startYear|https://www.scads.de/movieBenchmark/ontology/genre_list|https://www.scads.de/movieBenchmark/ontology/primaryProfessions|https://www.scads.de/movieBenchmark/ontology/runtimeMinutes|aggregate value
4513|Narcissus||20|5||||1997-01-01|Crime,Drama,Mystery|||Narcissus 20 Crime,Drama,Mystery 0 1997-01-01 Narcissus 5
4514||Leonard J. Horn|||1975-01-01|1926-01-01||||director,producer,actor||1975-01-01 director,producer,actor Leonard J. Horn 1926-01-01
4515|Strangers in Town||24|1||||1958-01-01|Adventure||30|30 1 Adventure 0 24 Strangers in Town 1958-01-01 Strangers in Town
4516||Patrice Ledoux||||||||producer,actor,stunts||producer,actor,stunts Patrice Ledoux
4517||Joan Banks|||1998-01-01|1918-01-01||||actress||Joan Banks actress 1918-01-01 1998-01-01
4518||Jock Mahoney|||1989-01-01|1919-01-01||||actor,stunts,soundtrack||Jock Mahoney actor,stunts,soundtrack 1919-01-01 1989-01-01
4519||Marshall Lancaster||||1974-01-01||||actor||1974-01-01 Marshall Lancaster actor
4520||Chris Demarais||||||||actor,writer,director||actor,writer,director Chris Demarais
4521||James Thomton||||||||writer||writer James Thomton
4522||Gary Waynesmith||||1934-01-01||||actor||Gary Waynesmith actor 1934-01-01
4523||Yoshihito Mikamo||||||||director,assistant_director||director,assistant_director Yoshihito Mikamo
4524|My Favorite Monster||19|4||||1957-01-01|Drama||30|30 19 1957-01-01 0 Drama My Favorite Monster My Favorite Monster 4
4525||Wayne Ewing||||||||cinematographer,director,editor||Wayne Ewing cinematographer,director,editor
4526||Watson Downs|||1969-01-01|1879-01-01||||actor||Watson Downs actor 1969-01-01 1879-01-01
4527||Wayne Yarusi||||||||||Wayne Yarusi
4528||Malene Maria B?ggild||||||||actress||Malene Maria B?ggild actress
4529||David Manson||||||||producer,writer,director||producer,writer,director David Manson
4530|Micro-Algae Man||12|1||||2005-01-01|Reality-TV||44|1 Micro-Algae Man Reality-TV 44 0 Micro-Algae Man 12 2005-01-01
4531||Eduard Franz|||1983-01-01|1902-01-01||||actor,soundtrack||1983-01-01 actor,soundtrack Eduard Franz 1902-01-01
4532||Boyd Gaines||||1953-01-01||||actor,soundtrack||1953-01-01 Boyd Gaines actor,soundtrack
4533||Ryan Haywood||||1980-01-01||||actor,visual_effects,animation_department||actor,visual_effects,animation_department Ryan Haywood 1980-01-01
4534||Oleg Strizhenov||||1929-01-01||||actor||Oleg Strizhenov actor 1929-01-01
4535|Turn of the Card||5|1||||1953-01-01|Drama||30|30 1 Turn of the Card 0 Drama Turn of the Card 5 1953-01-01
4536||Norma Mansfield||||||||writer||writer Norma Mansfield
4537||Elaine Stritch|||2014-01-01|1925-01-01||||actress,music_department,soundtrack||2014-01-01 Elaine Stritch actress,music_department,soundtrack 1925-01-01
4538||Art Fleming|||1995-01-01|1924-01-01||||actor||Art Fleming actor 1995-01-01 1924-01-01
4539|Self Defense||18|7||||1999-01-01|Crime,Drama,Mystery|||1999-01-01 18 Self Defense Crime,Drama,Mystery 0 Self Defense 7
4540||Wolfgang Schwarz||||1925-01-01||||actor||Wolfgang Schwarz actor 1925-01-01
4541||Kwok-Hung Lam||||1958-01-01||||actor||Kwok-Hung Lam 1958-01-01 actor
4542||Barbara Merlin||||||||writer||writer Barbara Merlin
4543||Hugh Reilly|||1998-01-01|1915-01-01||||actor||actor 1915-01-01 1998-01-01 Hugh Reilly
4544||Morris Waldo||||||||writer||Morris Waldo writer
4545|The cricket||||||1979-01-01|1978-01-01|Animation,Family||5|Animation,Family 0 Cvrcek 5 1978-01-01 1979-01-01 The cricket
4546||Rod Steiger|||2002-01-01|1925-01-01||||actor,soundtrack||2002-01-01 actor,soundtrack 1925-01-01 Rod Steiger
4547|Episode #1.1||1|1||||1997-01-01|Drama||94|1 Episode #1.1 0 1997-01-01 Episode #1.1 1 Drama 94
4548|Linda||4|8||||1960-01-01|Drama||30|30 Linda 1960-01-01 0 Drama 8 4 Linda
4549|The Test||19|2||||1962-01-01|Adventure,Drama,Family||30|2 30 The Test 19 1962-01-01 0 The Test Adventure,Drama,Family
4550||Gardner McKay|||2001-01-01|1932-01-01||||actor,writer,soundtrack||1932-01-01 actor,writer,soundtrack 2001-01-01 Gardner McKay
4551|Chapter 66||1|6||||2018-01-01|Drama||53|Chapter 66 53 0 1 Drama 2018-01-01 Chapter 66 6
4552||Vladimir Korotkevich||||||||writer||writer Vladimir Korotkevich
4553||Phyllis Murphy||||||||miscellaneous,writer,producer||miscellaneous,writer,producer Phyllis Murphy
4554||Christopher Hinton||||1952-01-01||||animation_department,director,miscellaneous||Christopher Hinton 1952-01-01 animation_department,director,miscellaneous
4555||Jimmy McGovern||||1949-01-01||||writer,producer,miscellaneous||1949-01-01 writer,producer,miscellaneous Jimmy McGovern
4556||Marjorie Lord|||2015-01-01|1918-01-01||||actress,soundtrack||Marjorie Lord 2015-01-01 1918-01-01 actress,soundtrack
4557||Grant Piro||||||||actor,miscellaneous||Grant Piro actor,miscellaneous
4558||Eloy Azor?n||||1977-01-01||||actor||1977-01-01 actor Eloy Azor?n
4559||Todor Stoyanov|||1999-01-01|1930-01-01||||director,cinematographer,camera_department||Todor Stoyanov 1930-01-01 director,cinematographer,camera_department 1999-01-01
4560|Beautiful People||||||2009-01-01|2008-01-01|Comedy|||Beautiful People Beautiful People Comedy 2008-01-01 2009-01-01 0
4561||Richard K. Brockway||||1922-01-01||||editorial_department,editor,production_manager||1922-01-01 Richard K. Brockway editorial_department,editor,production_manager
4562||Tom Simcox||||1937-01-01||||actor||1937-01-01 actor Tom Simcox
4563|Dragons: Gift of the Night Fury|||||||2011-01-01|Adventure,Animation,Comedy||22|Adventure,Animation,Comedy Dragons: Gift of the Night Fury 22 Dragons: Gift of the Night Fury 2011-01-01 0
4564||Carme Elias||||1951-01-01||||actress,miscellaneous||1951-01-01 actress,miscellaneous Carme Elias
4565|Lies and Other Truths||14|6||||1998-01-01|Crime,Drama,Mystery|||1998-01-01 Crime,Drama,Mystery Lies and Other Truths 0 Lies and Other Truths 6 14
4566||Nelson Algren|||1981-01-01|1909-01-01||||writer,actor||1909-01-01 writer,actor 1981-01-01 Nelson Algren
4567||Murray Alper|||1984-01-01|1904-01-01||||actor,soundtrack,miscellaneous||1984-01-01 actor,soundtrack,miscellaneous Murray Alper 1904-01-01
4568||Chung Chow||||1932-01-01||||actor,miscellaneous,production_manager||1932-01-01 actor,miscellaneous,production_manager Chung Chow
4569||Tiffany Bolling||||1947-01-01||||actress,miscellaneous,soundtrack||Tiffany Bolling actress,miscellaneous,soundtrack 1947-01-01
4570||Ron Randell|||2005-01-01|1918-01-01||||actor||Ron Randell actor 1918-01-01 2005-01-01
4571||Michelle Ruff||||1967-01-01||||actress,miscellaneous,sound_department||1967-01-01 actress,miscellaneous,sound_department Michelle Ruff
4572|The Fall||4|2||||1961-01-01|Adventure,Drama,Family||30|2 30 The Fall The Fall 0 4 Adventure,Drama,Family 1961-01-01
4573||Luciana Paluzzi||||1937-01-01||||actress,producer||actress,producer 1937-01-01 Luciana Paluzzi
4574||Gayle Kellogg|||1997-01-01|1921-01-01||||actor||1921-01-01 actor 1997-01-01 Gayle Kellogg
4575||Alexander Grasshoff|||2008-01-01|1928-01-01||||director,producer,writer||director,producer,writer 1928-01-01 2008-01-01 Alexander Grasshoff
4576||Kenichi Suzumura||||1974-01-01||||actor,soundtrack,music_department||Kenichi Suzumura 1974-01-01 actor,soundtrack,music_department
4577||Ed Bianchi||||1942-01-01||||director,producer,miscellaneous||Ed Bianchi 1942-01-01 director,producer,miscellaneous
4578||Nicolas Economou|||1993-01-01|1953-01-01||||composer||1993-01-01 composer Nicolas Economou 1953-01-01
4579||Tomas Kaminsky||||||||producer,writer||producer,writer Tomas Kaminsky
4580|Moment of Decision||6|3||||1955-01-01|Drama||30|30 0 Moment of Decision Drama Moment of Decision 6 1955-01-01 3
4581||Robert Thomsen||||||||writer,producer||Robert Thomsen writer,producer
4582||Eva Voskov?||||1950-01-01||||actress||actress 1950-01-01 Eva Voskov?
4583||Peter Damon||||||||actor||Peter Damon actor
4584||Pere Arquillu?||||1967-01-01||||actor,soundtrack||1967-01-01 actor,soundtrack Pere Arquillu?
4585||Arlene Kieta|||2016-01-01|1933-01-01||||actress||actress Arlene Kieta 2016-01-01 1933-01-01
4586||Robert Fortier|||2005-01-01|1926-01-01||||actor,soundtrack||Robert Fortier actor,soundtrack 1926-01-01 2005-01-01
4587|Time of Decision||21|5||||1958-01-01|Drama||30|30 0 Drama 21 Time of Decision 1958-01-01 5 Time of Decision
4588|Dead End||13|3||||1995-01-01|Crime,Drama,Mystery|||Dead End Crime,Drama,Mystery 0 13 1995-01-01 3 Dead End
4589||Hugh Beaumont|||1982-01-01|1909-01-01||||actor,director,writer||1982-01-01 1909-01-01 Hugh Beaumont actor,director,writer
4590|Sex||7|1||||2005-01-01|Comedy|||1 7 Sex 0 Comedy 2005-01-01 Sex
4591||Ted Post|||2013-01-01|1918-01-01||||director,writer,actor||Ted Post 2013-01-01 1918-01-01 director,writer,actor
4592||Karen Burthwright||||||||actress||Karen Burthwright actress
4593||Lillian Adams|||2011-01-01|1922-01-01||||actress||1922-01-01 actress 2011-01-01 Lillian Adams
4594||Don Roy King||||1947-01-01||||director,actor,producer||1947-01-01 director,actor,producer Don Roy King
4595||P.K. Palmer||||||||writer,producer,director||writer,producer,director P.K. Palmer
4596||Luke Ward-Wilkinson||||1992-01-01||||actor,soundtrack||Luke Ward-Wilkinson 1992-01-01 actor,soundtrack
4597|Lady Killer||17|1||||1954-01-01|Drama||30|30 1 1954-01-01 Lady Killer 0 Drama Lady Killer 17
4598|Bombora: The Story of Australian Surfing|||||||2009-01-01|Documentary,Sport||110|Bombora: The Story of Australian Surfing Bombora: The Story of Australian Surfing 110 Documentary,Sport 2009-01-01 0
4599|The Rumor||24|2||||1962-01-01|Adventure,Drama,Family||30|2 30 The Rumor 1962-01-01 0 24 The Rumor Adventure,Drama,Family
4600||David Opatoshu|||1996-01-01|1918-01-01||||actor,writer||actor,writer 1996-01-01 1918-01-01 David Opatoshu
4601||Frances Callier||||1969-01-01||||actress,producer,writer||actress,producer,writer 1969-01-01 Frances Callier
4602||Henry Brandon|||1990-01-01|1912-01-01||||actor,soundtrack,miscellaneous||1990-01-01 Henry Brandon 1912-01-01 actor,soundtrack,miscellaneous
4603||Fred R. Feitshans Jr.|||1987-01-01|1909-01-01||||editor,editorial_department,director||1909-01-01 editor,editorial_department,director 1987-01-01 Fred R. Feitshans Jr.
4604||Nancy Kulp|||1991-01-01|1921-01-01||||actress,soundtrack||1921-01-01 Nancy Kulp 1991-01-01 actress,soundtrack
4605||Shelley Fabares||||1944-01-01||||actress,producer,soundtrack||actress,producer,soundtrack Shelley Fabares 1944-01-01
4606||Suzanne Alexander|||1975-01-01|1931-01-01||||actress||1975-01-01 actress 1931-01-01 Suzanne Alexander
4607||Mary Jane Waldo||||||||writer||Mary Jane Waldo writer
4608|Chapter 63||11|5||||2017-01-01|Drama||51|51 2017-01-01 Chapter 63 Chapter 63 0 Drama 11 5
4609|Nadeko suneiku sono ni||10|1||||2009-01-01|Action,Animation,Comedy||24|1 Nadeko suneiku sono ni Action,Animation,Comedy 24 0 Nadeko suneiku sono ni 10 2009-01-01
4610|Null Uhr Hauptbahnhof||3|1||||1963-01-01|Drama||53|1 53 Null Uhr Hauptbahnhof Null Uhr Hauptbahnhof 0 Drama 1963-01-01 3
4611||David Starkey||||1945-01-01||||writer,director,miscellaneous||David Starkey writer,director,miscellaneous 1945-01-01
4612|Episode #4.1||1|4||||2014-01-01|Crime,Drama,Mystery||44|2014-01-01 44 Episode #4.1 Crime,Drama,Mystery Episode #4.1 0 1 4
4613||John Mankiewicz||||1954-01-01||||producer,writer,actor||1954-01-01 producer,writer,actor John Mankiewicz
4614|Who Is Sylvia?||22|2||||1961-01-01|Adventure||60|2 Adventure Who Is Sylvia? Who Is Sylvia? 0 22 1961-01-01 60
4615|The Misfit||30|7||||1960-01-01|Drama||30|30 The Misfit 30 1960-01-01 0 Drama The Misfit 7
4616|The Colt||19|1||||1961-01-01|Adventure,Drama,Family||30|30 The Colt 1 19 0 The Colt Adventure,Drama,Family 1961-01-01
4617|Cat's Eyes||19|1||||1963-01-01|Drama,Sport,Western|||1 19 Drama,Sport,Western 0 Cat's Eyes Cat's Eyes 1963-01-01
4618||Hasan Mammadov|||2003-01-01|1938-01-01||||actor,soundtrack||2003-01-01 1938-01-01 actor,soundtrack Hasan Mammadov
4619||Samantha Seager||||1974-01-01||||actress||1974-01-01 actress Samantha Seager
4620||Fritz Schmenger||||||||writer||Fritz Schmenger writer
4621||Wales Waldrop||||||||||Wales Waldrop
4622||Jos? Mar?a Beltr?n|||1962-01-01|1898-01-01||||cinematographer,director,camera_department||1962-01-01 Jos? Mar?a Beltr?n cinematographer,director,camera_department 1898-01-01
4623||Paul Copley||||1944-01-01||||actor||Paul Copley actor 1944-01-01
4624|Emergency||25|4||||1957-01-01|Drama||30|30 1957-01-01 0 Drama Emergency 4 Emergency 25
4625||Jerry Seinfeld||||1954-01-01||||writer,actor,producer||1954-01-01 writer,actor,producer Jerry Seinfeld
4626||Wendy Winkelman||||1948-01-01||||actress||Wendy Winkelman 1948-01-01 actress
4627||Olan Soule|||1994-01-01|1909-01-01||||actor,producer||1994-01-01 1909-01-01 actor,producer Olan Soule
4628||Gilman Rankin|||1993-01-01|1911-01-01||||actor,soundtrack||1993-01-01 1911-01-01 actor,soundtrack Gilman Rankin
4629||Anthony Steel|||2001-01-01|1918-01-01||||actor||actor 2001-01-01 1918-01-01 Anthony Steel
4630||Daniel Cummings||||||||actor||Daniel Cummings actor
4631||J. Frank O'Neill||||||||editor,miscellaneous||J. Frank O'Neill editor,miscellaneous
4632||Stanislaw Mucha||||1970-01-01||||director,writer,editor||director,writer,editor 1970-01-01 Stanislaw Mucha
4633||Perry Finnerman|||1960-01-01|1903-01-01||||cinematographer,camera_department||cinematographer,camera_department 1960-01-01 Perry Finnerman 1903-01-01
4634||Marlene Marcos||||||||actress||Marlene Marcos actress
4635||Vickie Sue Conley||||||||actress||Vickie Sue Conley actress
4636||Charles B. Wessler||||||||producer,miscellaneous,director||Charles B. Wessler producer,miscellaneous,director
4637|The Perils of Penrose||14|2||||1961-01-01|Adventure||60|2 Adventure 0 The Perils of Penrose 1961-01-01 The Perils of Penrose 14 60
4638||Ariadna Gil||||1969-01-01||||actress,director,writer||1969-01-01 actress,director,writer Ariadna Gil
4639||Rene Kroper||||1948-01-01||||actor||Rene Kroper actor 1948-01-01
4640||Elisa Yanagi||||1990-01-01||||actress||Elisa Yanagi actress 1990-01-01
4641|Closet Cases||9|6||||1998-01-01|Crime,Drama,Mystery|||9 Closet Cases 1998-01-01 Crime,Drama,Mystery 0 Closet Cases 6
4642||Adam F. Goldberg||||1976-01-01||||producer,writer,actor||producer,writer,actor 1976-01-01 Adam F. Goldberg
4643||Doreen Lang|||1999-01-01|1915-01-01||||actress||actress 1915-01-01 1999-01-01 Doreen Lang
4644||Dieter Borsche|||1982-01-01|1909-01-01||||actor,director,soundtrack||1982-01-01 1909-01-01 Dieter Borsche actor,director,soundtrack
4645||Diane Fabian||||||||actress||Diane Fabian actress
4646||David Deveau||||1984-01-01||||actor,writer||actor,writer 1984-01-01 David Deveau
4647||Dean Harens|||1996-01-01|1920-01-01||||actor||1996-01-01 actor Dean Harens 1920-01-01
4648|The Tintagel Connection||5|1||||2004-01-01|Documentary||48|2004-01-01 1 The Tintagel Connection 0 48 The Tintagel Connection Documentary 5
4649||Richard Leeman||||||||editor,editorial_department,sound_department||editor,editorial_department,sound_department Richard Leeman
4650||Bari Cabana||||||||||Bari Cabana
4651||Helen Rittell||||||||writer||Helen Rittell writer
4652||Theodore von Eltz|||1964-01-01|1893-01-01||||actor||1893-01-01 Theodore von Eltz actor 1964-01-01
4653||Marlene De Lamater||||1955-01-01||||actress||Marlene De Lamater actress 1955-01-01
4654||Friz Freleng|||1995-01-01|1904-01-01||||director,producer,writer||director,producer,writer 1995-01-01 Friz Freleng 1904-01-01
4655|Arnau||||||1994-01-01|1994-01-01|Drama,History|||1994-01-01 1994-01-01 Arnau Arnau Drama,History 0
4656|A Mind of Their Own||32|4||||1957-01-01|Drama||30|30 1957-01-01 A Mind of Their Own 0 Drama 32 A Mind of Their Own 4
4657||Si?n Phillips||||1933-01-01||||actress,soundtrack||Si?n Phillips actress,soundtrack 1933-01-01
4658||Michelle Forbes||||1965-01-01||||actress||Michelle Forbes actress 1965-01-01
4659|Eine Million auf Nummernkonto||2|6||||1968-01-01|Drama||59|Eine Million auf Nummernkonto Eine Million auf Nummernkonto 0 2 Drama 59 1968-01-01 6
4660||Yvonne De Carlo|||2007-01-01|1922-01-01||||actress,soundtrack||1922-01-01 Yvonne De Carlo actress,soundtrack 2007-01-01
4661||Kate Mara||||1983-01-01||||actress,producer,soundtrack||1983-01-01 actress,producer,soundtrack Kate Mara
4662||Maria Contreras||||||||actress||Maria Contreras actress
4663|There Is an Island||22|1||||1960-01-01|Adventure||60|1 Adventure There Is an Island 1960-01-01 0 22 There Is an Island 60
4664||Norman Comer||||||||actor||Norman Comer actor
4665|The Long Night||1|8||||1960-01-01|Drama||30|30 The Long Night 1960-01-01 The Long Night 0 1 Drama 8
4666|Chapter 24||11|2||||2014-01-01|Drama||54|2 54 2014-01-01 0 Drama 11 Chapter 24 Chapter 24
4667|Mayoi maimai sono san||5|1||||2009-01-01|Action,Animation,Comedy||26|1 Action,Animation,Comedy Mayoi maimai sono san 0 26 5 Mayoi maimai sono san 2009-01-01
4668||Jack Lester|||2004-01-01|1915-01-01||||actor||Jack Lester actor 1915-01-01 2004-01-01
4669||Ross Elliott|||1999-01-01|1917-01-01||||actor||1917-01-01 actor Ross Elliott 1999-01-01
4670||Mar?a Luisa Ponte|||1996-01-01|1918-01-01||||actress,miscellaneous||Mar?a Luisa Ponte 1996-01-01 actress,miscellaneous 1918-01-01
4671||Jon Rolph||||||||producer,writer,director||Jon Rolph producer,writer,director
4672||Jonathan Bourne||||1971-01-01||||producer,writer,miscellaneous||1971-01-01 producer,writer,miscellaneous Jonathan Bourne
4673||Richard Eyer||||1945-01-01||||actor,soundtrack||Richard Eyer actor,soundtrack 1945-01-01
4674|Double Partners||1|4||||1956-01-01|Drama||30|30 0 1 Drama 1956-01-01 Double Partners Double Partners 4
4675||James C. Kelly||||||||actor||James C. Kelly actor
4676||Karen Sharpe||||1934-01-01||||actress,producer,miscellaneous||actress,producer,miscellaneous Karen Sharpe 1934-01-01
4677||Horst Hardt||||1935-01-01||||cinematographer,writer||1935-01-01 cinematographer,writer Horst Hardt
4678||Herbert Marshall|||1966-01-01|1890-01-01||||actor,soundtrack||1890-01-01 1966-01-01 actor,soundtrack Herbert Marshall
4679||Kan'ichi Kurita||||1958-01-01||||actor||1958-01-01 actor Kan'ichi Kurita
4680||Brooke Nevin||||1982-01-01||||actress,director,writer||actress,director,writer 1982-01-01 Brooke Nevin
4681|Neilani||19|1||||1962-01-01|Adventure|||1 Adventure 19 1962-01-01 0 Neilani Neilani
4682||Stephen Dorff||||1973-01-01||||actor,producer,soundtrack||Stephen Dorff 1973-01-01 actor,producer,soundtrack
4683|The Inheritance||12|3||||1961-01-01|Adventure||60|Adventure The Inheritance The Inheritance 0 12 1961-01-01 3 60
4684||Rudy Makoul|||2006-01-01|1920-01-01||||writer,miscellaneous,actor||writer,miscellaneous,actor 1920-01-01 2006-01-01 Rudy Makoul
4685||Katinka Hoffmann||||1939-01-01||||actress||Katinka Hoffmann actress 1939-01-01
4686||John Archer|||1999-01-01|1915-01-01||||actor||John Archer actor 1915-01-01 1999-01-01
4687||Nestor Paiva|||1966-01-01|1905-01-01||||actor,soundtrack||1966-01-01 actor,soundtrack Nestor Paiva 1905-01-01
4688||Michael Jaffe||||||||producer,writer,director||Michael Jaffe producer,writer,director
4689|Bay of Bones||6|1||||2004-01-01|Documentary||48|2004-01-01 1 Bay of Bones 0 Bay of Bones 48 6 Documentary
4690||Marsha Moreau||||1977-01-01||||actress,soundtrack||1977-01-01 Marsha Moreau actress,soundtrack
4691||Rob Tinkler||||||||actor,writer,director||Rob Tinkler actor,writer,director
4692||Lois Vossen||||||||producer,writer,miscellaneous||producer,writer,miscellaneous Lois Vossen
4693||Terence de Marney|||1971-01-01|1908-01-01||||actor,writer,soundtrack||1971-01-01 actor,writer,soundtrack 1908-01-01 Terence de Marney
4694||Jordi Rebell?n||||1957-01-01||||actor,soundtrack||1957-01-01 actor,soundtrack Jordi Rebell?n
4695||Sabrina Jamieson||||||||actress||Sabrina Jamieson actress
4696||Helga M?nster||||||||actress||Helga M?nster actress
4697||Joe Ahearne||||1963-01-01||||director,writer,producer||Joe Ahearne 1963-01-01 director,writer,producer
4698||Laurie Ferrone||||1949-01-01||||actress||1949-01-01 Laurie Ferrone actress
4699|600 Seconds||22|2||||1955-01-01|Drama||30|2 30 600 Seconds 0 Drama 22 600 Seconds 1955-01-01
4700||Bruce Barbour||||||||||Bruce Barbour
4701||Germain McMicking||||||||cinematographer,camera_department,director||Germain McMicking cinematographer,camera_department,director
4702|Isle of Eden||19|1||||1960-01-01|Adventure||49|1 Adventure 19 Isle of Eden 1960-01-01 0 49 Isle of Eden
4703||Sondi Sodsai||||1934-01-01||||actress||actress 1934-01-01 Sondi Sodsai
4704||Daniel De Jonghe|||1990-01-01|1905-01-01||||actor||1990-01-01 actor Daniel De Jonghe 1905-01-01
4705|Zen and the Art of Murder||17|7||||1999-01-01|Crime,Drama,Mystery|||1999-01-01 Crime,Drama,Mystery Zen and the Art of Murder 0 7 Zen and the Art of Murder 17
4706||Nina Wilcox||||||||actress||Nina Wilcox actress
4707||Jeri Lou James||||1944-01-01||||actress||Jeri Lou James actress 1944-01-01
4708||Carey Wilber|||1998-01-01|1916-01-01||||writer||1916-01-01 Carey Wilber writer 1998-01-01
4709||Dave B. Mitchell||||1969-01-01||||actor,sound_department,miscellaneous||1969-01-01 actor,sound_department,miscellaneous Dave B. Mitchell
4710||Bill Gunn|||1989-01-01|1929-01-01||||actor,writer,director||actor,writer,director 1929-01-01 1989-01-01 Bill Gunn
4711||Leslie Wenner||||1948-01-01||||actress||1948-01-01 Leslie Wenner actress
4712|The Demon and Mrs. Devon||10|5||||1958-01-01|Drama||30|30 The Demon and Mrs. Devon 0 Drama The Demon and Mrs. Devon 10 1958-01-01 5
4713||Sara von Schwarze||||1968-01-01||||actress||1968-01-01 Sara von Schwarze actress
4714||Ken Anderson|||1993-01-01|1909-01-01||||animation_department,writer,art_department||1993-01-01 animation_department,writer,art_department 1909-01-01 Ken Anderson
4715||Jacques Weber||||1949-01-01||||actor,director,writer||1949-01-01 Jacques Weber actor,director,writer
4716||Sady Rebbot|||1994-01-01|1935-01-01||||actor,miscellaneous,writer||1935-01-01 Sady Rebbot 1994-01-01 actor,miscellaneous,writer
4717||Yuki Shimoda|||1981-01-01|1921-01-01||||actor,soundtrack||1921-01-01 actor,soundtrack Yuki Shimoda 1981-01-01
4718||Ben Wright|||1989-01-01|1915-01-01||||actor,soundtrack||actor,soundtrack 1915-01-01 Ben Wright 1989-01-01
4719||John Gilbert||||||||actor||actor John Gilbert
4720|Honest Larceny||18|1||||1962-01-01|Adventure||30|30 1 Adventure 18 Honest Larceny 1962-01-01 0 Honest Larceny
4721||Robert Warwick|||1964-01-01|1878-01-01||||actor,producer||Robert Warwick 1964-01-01 actor,producer 1878-01-01
4722||Irene Dunne|||1990-01-01|1898-01-01||||actress,soundtrack||1990-01-01 actress,soundtrack 1898-01-01 Irene Dunne
4723||Ehmi Bessel|||1988-01-01|1904-01-01||||actress||1988-01-01 actress Ehmi Bessel 1904-01-01
4724||Wayne C. Treadway|||1972-01-01|1908-01-01||||actor||actor 1972-01-01 Wayne C. Treadway 1908-01-01
4725||Lorna Wilson||||||||actress||Lorna Wilson actress
4726||Gertrude Bailey||||||||||Gertrude Bailey
4727||Denver Pyle|||1997-01-01|1920-01-01||||actor,director,soundtrack||1920-01-01 1997-01-01 Denver Pyle actor,director,soundtrack
4728||Sam Forman||||||||producer,writer,miscellaneous||producer,writer,miscellaneous Sam Forman
4729|Thor||2|2||||2001-01-01|Comedy||28|2 2001-01-01 0 2 Comedy 28 Thor Thor
4730||Anne Loos|||1986-01-01|1915-01-01||||actress||actress 1915-01-01 Anne Loos 1986-01-01
4731||Sussie Ericsson||||1963-01-01||||actress||1963-01-01 actress Sussie Ericsson
4732|Shower of Ashes||13|7||||1959-01-01|Drama|||Shower of Ashes Shower of Ashes 0 13 Drama 1959-01-01 7
4733||Peter Leeds|||1996-01-01|1917-01-01||||actor||1996-01-01 1917-01-01 actor Peter Leeds
4734|Gekashitsu|||||||1992-01-01|||50|Gekashitsu 1992-01-01 50 0 Gekashitsu
4735||David Saenz de Maturana||||||||production_designer,art_director,art_department||David Saenz de Maturana production_designer,art_director,art_department
4736||John L'Ecuyer||||1966-01-01||||director,producer,actor||John L'Ecuyer 1966-01-01 director,producer,actor
4737||W.T. Chang|||1961-01-01|1886-01-01||||actor||W.T. Chang 1961-01-01 actor 1886-01-01
4738||Hope Summers|||1979-01-01|1902-01-01||||actress||actress Hope Summers 1902-01-01 1979-01-01
4739||Anatoliy Papanov|||1987-01-01|1922-01-01||||actor||Anatoliy Papanov 1922-01-01 actor 1987-01-01
4740||Olivia Colman||||1974-01-01||||actress,soundtrack,producer||actress,soundtrack,producer 1974-01-01 Olivia Colman
4741|Piece of Cake||||||1988-01-01|1988-01-01|Drama,War||312|Piece of Cake Drama,War 1988-01-01 0 Piece of Cake 312 1988-01-01
4742||Betty Caulfield|||1999-01-01|1925-01-01||||actress||Betty Caulfield actress 1925-01-01 1999-01-01
4743|Hangman's Island||7|2||||1960-01-01|Adventure||60|2 Adventure 7 1960-01-01 0 Hangman's Island Hangman's Island 60
4744|Wanted Dead or Alive: Part 1||6|7||||1998-01-01|Crime,Drama,Mystery||60|Wanted Dead or Alive: Part 1 1998-01-01 Crime,Drama,Mystery 0 Wanted Dead or Alive: Part 1 7 6 60
4745||Richard Carlson|||1977-01-01|1912-01-01||||actor,director,writer||1977-01-01 Richard Carlson 1912-01-01 actor,director,writer
4746||Yui Horie||||1976-01-01||||actress,soundtrack,music_department||actress,soundtrack,music_department 1976-01-01 Yui Horie
4747|Chuck, and Melvin, and the Beanstalker||12|2||||1994-01-01|Animation,Comedy,Fantasy||21|2 21 0 1994-01-01 12 Chuck, and Melvin, and the Beanstalker Animation,Comedy,Fantasy Chuck, and Melvin, and the Beanstalker
4748|Sanctuary||5|1||||1957-01-01|Adventure||30|30 Sanctuary 1 Adventure 1957-01-01 0 Sanctuary 5
4749||Sonny Strait||||1965-01-01||||actor,sound_department,miscellaneous||actor,sound_department,miscellaneous Sonny Strait 1965-01-01
4750||James Dobson|||1987-01-01|1920-01-01||||actor,miscellaneous,writer||1920-01-01 1987-01-01 actor,miscellaneous,writer James Dobson
4751|The Choice||20|8||||1961-01-01|Drama||30|30 The Choice 20 0 The Choice Drama 8 1961-01-01
4752||Paulo C?sar Quevedo||||1975-01-01||||actor||Paulo C?sar Quevedo actor 1975-01-01
4753||Maia Filar||||||||actress,writer,miscellaneous||Maia Filar actress,writer,miscellaneous
4754||Steve Parish||||||||editor||Steve Parish editor
4755||Rossana Fern?ndez Maldonado||||1977-01-01||||actress||Rossana Fern?ndez Maldonado 1977-01-01 actress
